order_date,shipment_date,region,city,product,category,segment,department,customer_type,quantity,revenue,cost,discount,shipping_cost
2024-04-29,2024-05-01,East,Bhubaneswar,Coffee,Grocery,Corporate,Finance,Returning,7,2212.0,3331.76,0.05,1451.56
2024-05-15,2024-05-17,West,Mumbai,Jeans,Clothing,Corporate,Marketing,Returning,3,2490.0,3540.6,0.25,1050.6
2024-06-02,2024-06-07,North,Lucknow,Sofa,Furniture,Corporate,Sales,VIP,6,189012.0,178495.85,0.22,824.57
2024-03-07,2024-03-11,West,Mumbai,Chair,Furniture,Consumer,Sales,New,13,136591.0,135388.31,0.24,163.22
2024-01-22,2024-01-30,North,Delhi,Milk,Grocery,Consumer,Marketing,New,2,2232.0,3710.68,0.01,2081.32
2025-03-28,2025-03-31,South,Chennai,Desk,Furniture,Corporate,Marketing,Returning,2,42214.0,35468.2,0.12,1697.0
2024-11-25,2024-12-04,North,Delhi,Shoes,Clothing,Consumer,Finance,New,8,34876.8,33926.5,0.21,1491.08
2024-06-12,2024-06-22,West,Pune,Shoes,Clothing,Corporate,Operations,New,8,7832.0,9858.95,0.3,1635.35
2024-09-30,2024-10-01,South,Bangalore,Smartphone,Electronics,Home Office,Operations,Returning,8,421824.0,413991.28,0.3,603.76
2024-12-24,2024-12-30,South,Hyderabad,Jacket,Clothing,Home Office,Sales,VIP,19,46557.6,48283.17,0.3,2656.72
2024-01-29,2024-02-02,West,Ahmedabad,Jeans,Clothing,Corporate,Sales,New,20,96240.0,74941.9,0.0,2761.9
2024-03-16,2024-03-26,South,Bangalore,Jeans,Clothing,Corporate,Sales,New,5,24055.0,19313.79,0.11,310.34
2025-05-14,2025-05-17,West,Ahmedabad,Tablet,Electronics,Corporate,Marketing,New,14,936516.0,900785.09,0.21,1729.73
2024-03-31,2024-04-01,East,Kolkata,Cabinet,Furniture,Corporate,Marketing,New,19,135318.0,124231.74,0.1,2445.54
2024-02-09,2024-02-13,South,Hyderabad,Monitor,Electronics,Consumer,Marketing,VIP,12,952572.0,905300.71,0.27,357.31
2024-02-04,2024-02-10,East,Bhubaneswar,Tablet,Electronics,Consumer,Operations,VIP,9,599202.0,553490.34,0.12,2224.5
2025-02-28,2025-03-08,South,Chennai,Snacks,Grocery,Corporate,Finance,New,19,19456.0,16171.91,0.02,2552.71
2024-03-28,2024-04-04,East,Kolkata,Jacket,Clothing,Consumer,Sales,Returning,6,29886.0,33655.8,0.29,1080.06
2025-03-31,2025-04-07,West,Ahmedabad,Monitor,Electronics,Home Office,Operations,VIP,6,111054.0,116783.07,0.29,1286.91
2024-07-20,2024-07-30,East,Patna,Jacket,Clothing,Consumer,Sales,New,18,31644.0,30136.1,0.11,1340.06
2024-03-28,2024-04-02,East,Patna,Milk,Grocery,Consumer,Sales,New,3,5121.0,6229.7,0.12,1518.38
2024-04-05,2024-04-13,East,Kolkata,Milk,Grocery,Corporate,Finance,Returning,2,1278.0,1990.69,0.07,878.83
2024-07-30,2024-08-09,North,Delhi,Laptop,Electronics,Home Office,Marketing,VIP,8,410240.0,363911.52,0.16,2900.32
2025-04-07,2025-04-08,West,Ahmedabad,Cabinet,Furniture,Corporate,Sales,Returning,17,660790.0,682015.92,0.28,1402.22
2024-12-15,2024-12-22,South,Bangalore,Desk,Furniture,Consumer,Finance,New,7,123404.4,119985.28,0.27,2751.1
2024-09-23,2024-10-01,North,Delhi,Snacks,Grocery,Home Office,Marketing,Returning,1,330.0,806.98,0.12,529.78
2024-05-15,2024-05-22,North,Delhi,Tablet,Electronics,Home Office,Marketing,Returning,16,839808.0,672363.57,0.08,517.17
2025-01-16,2025-01-24,West,Mumbai,Coffee,Grocery,Home Office,Operations,New,9,7119.0,8097.86,0.25,978.86
2024-08-14,2024-08-20,East,Bhubaneswar,Smartphone,Electronics,Consumer,Marketing,VIP,9,564858.0,528066.9,0.13,2748.96
2024-06-08,2024-06-17,West,Ahmedabad,Coffee,Grocery,Consumer,Operations,New,13,5915.0,7306.65,0.06,2515.5
2024-04-11,2024-04-16,North,Delhi,Monitor,Electronics,Consumer,Marketing,VIP,12,827628.0,753600.71,0.19,459.23
2025-05-06,2025-05-14,North,Delhi,Shoes,Clothing,Home Office,Finance,New,19,63080.0,62037.71,0.25,850.11
2025-02-03,2025-02-07,North,Chandigarh,Monitor,Electronics,Consumer,Operations,VIP,8,459408.0,424243.88,0.2,1588.52
2024-05-09,2024-05-19,North,Chandigarh,Desk,Furniture,Home Office,Sales,New,10,230470.0,192401.36,0.11,1111.26
2024-02-22,2024-02-23,East,Kolkata,Coffee,Grocery,Home Office,Finance,VIP,17,12087.0,13704.91,0.21,1497.04
2024-03-17,2024-03-26,East,Bhubaneswar,Jacket,Clothing,Corporate,Marketing,New,8,30480.0,27937.8,0.1,505.8
2024-07-17,2024-07-18,North,Lucknow,Coffee,Grocery,Corporate,Finance,Returning,19,30153.0,30132.61,0.21,2090.32
2024-02-19,2024-02-27,West,Ahmedabad,Jacket,Clothing,Consumer,Operations,Returning,5,9995.0,12192.76,0.27,1997.86
2024-05-13,2024-05-23,South,Chennai,Sofa,Furniture,Corporate,Marketing,Returning,10,127180.0,121341.57,0.26,1792.37
2024-06-01,2024-06-08,North,Chandigarh,Chair,Furniture,Home Office,Finance,VIP,2,29762.0,27367.7,0.1,2962.86
2024-11-19,2024-11-22,West,Mumbai,Jeans,Clothing,Consumer,Finance,Returning,11,7101.6,8201.79,0.08,2307.46
2024-08-10,2024-08-17,South,Hyderabad,Cabinet,Furniture,Consumer,Operations,VIP,13,471718.0,326163.72,0.01,678.3
2025-01-10,2025-01-14,East,Kolkata,Jeans,Clothing,Consumer,Sales,VIP,8,24448.0,21851.52,0.03,1559.68
2025-01-07,2025-01-16,East,Kolkata,Laptop,Electronics,Corporate,Marketing,Returning,20,986960.0,997317.59,0.21,487.99
2024-04-24,2024-04-27,West,Pune,Desk,Furniture,Corporate,Sales,New,7,45052.0,37753.3,0.04,2162.22
2024-02-25,2024-02-26,North,Chandigarh,T-Shirt,Clothing,Home Office,Sales,VIP,2,7828.0,8184.36,0.11,1687.12
2024-08-03,2024-08-05,West,Ahmedabad,Desk,Furniture,Home Office,Sales,Returning,17,237813.0,244152.86,0.27,1583.6
2024-04-12,2024-04-17,North,Chandigarh,Laptop,Electronics,Corporate,Operations,VIP,17,1339158.0,1125457.8,0.12,565.08
2024-12-09,2024-12-11,West,Mumbai,Coffee,Grocery,Consumer,Sales,New,4,1363.2,1653.58,0.23,317.64
2024-01-26,2024-01-28,North,Chandigarh,Cabinet,Furniture,Corporate,Marketing,Returning,6,45510.0,44696.45,0.24,1006.85
2024-07-02,2024-07-10,North,Delhi,Laptop,Electronics,Consumer,Operations,Returning,20,651660.0,534791.31,0.1,430.11
2024-11-28,2024-12-01,West,Pune,Shoes,Clothing,Home Office,Finance,Returning,4,8664.0,9350.86,0.12,1813.18
2025-03-26,2025-03-29,West,Mumbai,Coffee,Grocery,Home Office,Sales,VIP,16,30672.0,26917.96,0.12,233.32
2025-03-23,2025-03-29,East,Patna,T-Shirt,Clothing,Home Office,Operations,VIP,17,68765.0,71637.9,0.22,1497.6
2025-03-10,2025-03-18,West,Mumbai,Laptop,Electronics,Home Office,Operations,VIP,16,1151648.0,1037281.79,0.15,798.59
2024-08-23,2024-08-31,East,Kolkata,Cabinet,Furniture,Corporate,Operations,New,19,204592.0,185030.83,0.09,2943.95
2025-02-09,2025-02-19,North,Delhi,Snacks,Grocery,Consumer,Sales,New,20,25020.0,21562.88,0.06,2047.28
2025-01-27,2025-02-06,East,Bhubaneswar,Smartphone,Electronics,Corporate,Marketing,VIP,20,920140.0,765727.04,0.03,2010.84
2024-02-24,2024-02-25,North,Chandigarh,Jacket,Clothing,Home Office,Marketing,VIP,6,23112.0,19157.77,0.08,668.17
2025-01-22,2025-01-29,North,Chandigarh,Cabinet,Furniture,Consumer,Marketing,New,2,26150.0,26930.95,0.2,2872.95
2024-09-04,2024-09-13,South,Chennai,Laptop,Electronics,Home Office,Finance,VIP,6,362028.0,291463.98,0.12,1841.58
2024-07-22,2024-07-28,East,Patna,Snacks,Grocery,Home Office,Operations,Returning,10,9450.0,11931.67,0.18,2670.67
2024-12-31,2025-01-05,East,Patna,Jeans,Clothing,Consumer,Operations,VIP,12,28166.4,28986.68,0.16,1946.94
2025-02-17,2025-02-18,North,Chandigarh,Snacks,Grocery,Home Office,Marketing,Returning,17,6749.0,5258.41,0.02,264.15
2025-02-05,2025-02-10,East,Kolkata,Jacket,Clothing,Consumer,Sales,VIP,7,24066.0,24508.76,0.14,1886.72
2024-12-06,2024-12-07,South,Hyderabad,Milk,Grocery,Home Office,Marketing,VIP,13,19188.0,15688.24,0.02,2256.64
2024-10-06,2024-10-16,South,Hyderabad,Milk,Grocery,Home Office,Marketing,VIP,7,8559.6,8328.22,0.05,2079.71
2024-10-11,2024-10-16,South,Bangalore,Monitor,Electronics,Consumer,Finance,Returning,5,153276.0,128505.05,0.14,2818.73
2025-02-08,2025-02-18,North,Delhi,T-Shirt,Clothing,Home Office,Marketing,Returning,18,55854.0,44757.88,0.07,633.22
2024-06-27,2024-07-01,North,Lucknow,Cabinet,Furniture,Home Office,Finance,New,7,187250.0,154528.39,0.09,2855.89
2024-05-03,2024-05-13,West,Ahmedabad,Laptop,Electronics,Home Office,Marketing,Returning,20,619580.0,634812.06,0.27,2840.46
2025-02-15,2025-02-24,West,Pune,T-Shirt,Clothing,Home Office,Marketing,VIP,15,43920.0,42752.91,0.2,1028.91
2024-12-09,2024-12-13,North,Delhi,Chair,Furniture,Home Office,Sales,New,14,198408.0,195103.81,0.25,2648.05
2024-06-18,2024-06-19,West,Ahmedabad,Smartphone,Electronics,Consumer,Finance,VIP,3,59400.0,49606.28,0.08,304.28
2024-06-10,2024-06-11,South,Chennai,Snacks,Grocery,Corporate,Finance,Returning,13,1456.0,3159.93,0.19,1893.21
2025-02-06,2025-02-11,North,Lucknow,Tablet,Electronics,Home Office,Sales,Returning,20,413380.0,349255.3,0.12,2016.1
2024-05-31,2024-06-03,West,Mumbai,Desk,Furniture,Home Office,Finance,VIP,10,294530.0,297985.28,0.26,509.98
2025-01-14,2025-01-20,North,Delhi,Rice,Grocery,Corporate,Operations,VIP,7,3003.0,4231.31,0.06,1888.97
2024-08-24,2024-09-02,East,Kolkata,Smartphone,Electronics,Home Office,Sales,VIP,3,102144.0,89627.57,0.06,1783.73
2024-02-05,2024-02-09,East,Bhubaneswar,Desk,Furniture,Consumer,Marketing,VIP,11,379863.0,381974.03,0.2,2111.03
2024-06-09,2024-06-13,South,Hyderabad,Jacket,Clothing,Corporate,Operations,New,8,22128.0,19551.9,0.11,2070.78
2024-10-09,2024-10-11,East,Bhubaneswar,Snacks,Grocery,Corporate,Marketing,Returning,6,13377.6,16731.24,0.25,2684.76
2024-10-23,2024-10-30,South,Chennai,Laptop,Electronics,Consumer,Sales,VIP,19,659900.4,628570.44,0.27,1665.06
2024-08-25,2024-09-03,South,Chennai,Milk,Grocery,Home Office,Marketing,New,17,19176.0,13832.43,0.0,792.75
2025-04-30,2025-05-10,South,Hyderabad,Cabinet,Furniture,Consumer,Operations,VIP,5,183430.0,139086.66,0.07,1514.16
2025-04-09,2025-04-15,North,Chandigarh,Jeans,Clothing,Consumer,Operations,VIP,13,11440.0,12594.21,0.29,1039.81
2024-10-27,2024-10-29,East,Patna,Jeans,Clothing,Corporate,Finance,Returning,17,47430.0,46105.59,0.12,2469.99
2024-03-25,2024-03-29,East,Bhubaneswar,Rice,Grocery,Home Office,Operations,Returning,3,1221.0,2200.51,0.06,1150.45
2024-12-11,2024-12-19,North,Lucknow,Cabinet,Furniture,Corporate,Sales,Returning,16,298886.4,236591.13,0.07,470.87
2025-04-17,2025-04-20,South,Bangalore,Smartphone,Electronics,Consumer,Operations,Returning,17,1322583.0,1192343.76,0.22,2019.06
2024-03-28,2024-04-01,East,Kolkata,Cabinet,Furniture,Home Office,Finance,Returning,14,200928.0,201795.11,0.2,867.11
2024-02-25,2024-02-26,East,Bhubaneswar,Smartphone,Electronics,Corporate,Finance,New,7,344792.0,290004.55,0.04,379.27
2024-03-07,2024-03-17,West,Ahmedabad,Laptop,Electronics,Consumer,Finance,VIP,18,1246176.0,1099271.87,0.13,2636.99
2024-03-09,2024-03-14,West,Mumbai,Snacks,Grocery,Corporate,Sales,Returning,16,10880.0,11795.22,0.18,1676.82
2024-01-04,2024-01-11,East,Kolkata,Laptop,Electronics,Home Office,Sales,VIP,7,420511.0,350359.74,0.03,1335.61
2024-07-22,2024-07-26,East,Bhubaneswar,Coffee,Grocery,Home Office,Marketing,VIP,14,12012.0,13154.54,0.17,1502.9
2024-03-01,2024-03-05,East,Patna,Shoes,Clothing,Home Office,Operations,VIP,15,19815.0,21203.89,0.15,2379.64
2025-04-19,2025-04-29,North,Delhi,Rice,Grocery,Consumer,Operations,Returning,14,7756.0,8303.66,0.11,1866.18
2024-01-06,2024-01-10,West,Pune,T-Shirt,Clothing,Consumer,Finance,Returning,17,13175.0,13848.61,0.18,1595.86
2024-01-01,2024-01-04,South,Hyderabad,Chair,Furniture,Corporate,Operations,VIP,3,93531.0,76624.43,0.12,1799.63
2025-02-28,2025-03-09,North,Lucknow,Laptop,Electronics,Home Office,Marketing,VIP,19,718428.0,647249.32,0.18,664.12
2024-02-24,2024-03-04,West,Ahmedabad,Tablet,Electronics,Consumer,Finance,VIP,3,143925.0,145360.21,0.24,2874.46
2025-01-22,2025-01-28,East,Patna,Snacks,Grocery,Home Office,Finance,New,15,16305.0,13829.06,0.03,295.91
2024-10-01,2024-10-02,South,Hyderabad,Sofa,Furniture,Corporate,Marketing,VIP,9,257331.6,228932.93,0.2,2481.12
2025-04-02,2025-04-12,North,Lucknow,Cabinet,Furniture,Corporate,Marketing,New,9,157158.0,124815.98,0.06,2232.74
2025-02-02,2025-02-04,East,Kolkata,Desk,Furniture,Consumer,Marketing,New,4,40572.0,35043.16,0.0,2585.56
2024-04-03,2024-04-12,North,Chandigarh,Jacket,Clothing,Corporate,Marketing,Returning,9,13950.0,13603.21,0.16,1327.21
2025-05-14,2025-05-16,North,Lucknow,Shoes,Clothing,Home Office,Operations,Returning,17,9656.0,10083.86,0.2,1200.34
2024-05-17,2024-05-25,North,Chandigarh,Jacket,Clothing,Consumer,Marketing,New,20,40120.0,35417.37,0.13,1315.37
2024-03-08,2024-03-18,East,Bhubaneswar,Coffee,Grocery,Corporate,Operations,VIP,8,13968.0,13505.59,0.07,1353.43
2024-08-03,2024-08-11,West,Mumbai,Desk,Furniture,Corporate,Sales,New,5,194410.0,164815.6,0.09,1511.2
2024-04-20,2024-04-25,East,Patna,Monitor,Electronics,Consumer,Operations,New,16,1119712.0,1008887.59,0.1,1146.79
2025-05-08,2025-05-18,East,Bhubaneswar,Monitor,Electronics,Consumer,Marketing,VIP,7,369628.0,334245.49,0.1,1580.29
2024-11-23,2024-11-29,West,Mumbai,Coffee,Grocery,Corporate,Operations,New,14,4401.6,4283.11,0.05,761.83
2025-03-30,2025-04-07,East,Patna,Jacket,Clothing,Home Office,Finance,Returning,12,50256.0,45294.81,0.05,2577.21
2024-03-26,2024-04-02,South,Hyderabad,Sofa,Furniture,Home Office,Sales,New,4,36720.0,28039.71,0.02,2335.71
2024-04-27,2024-05-01,North,Delhi,Jeans,Clothing,Consumer,Finance,Returning,10,15750.0,15460.36,0.25,182.86
2024-08-15,2024-08-18,East,Bhubaneswar,Snacks,Grocery,Home Office,Marketing,VIP,18,21096.0,22533.01,0.19,1647.97
2024-07-30,2024-08-04,East,Bhubaneswar,Chair,Furniture,Corporate,Marketing,Returning,5,28455.0,32152.24,0.24,2559.04
2024-06-02,2024-06-03,East,Bhubaneswar,Rice,Grocery,Home Office,Finance,Returning,14,24234.0,20570.77,0.0,1183.57
2025-01-12,2025-01-19,West,Ahmedabad,Snacks,Grocery,Consumer,Operations,VIP,13,12532.0,13378.25,0.19,1598.17
2024-03-10,2024-03-15,East,Bhubaneswar,Shoes,Clothing,Consumer,Sales,New,4,16836.0,18531.15,0.21,1526.79
2025-05-12,2025-05-14,East,Kolkata,Chair,Furniture,Home Office,Sales,New,10,131940.0,105913.57,0.0,361.57
2024-07-09,2024-07-17,North,Chandigarh,Sofa,Furniture,Corporate,Marketing,Returning,2,20514.0,17649.22,0.08,1238.02
2025-05-13,2025-05-17,West,Mumbai,Sofa,Furniture,Corporate,Sales,New,13,442377.0,465173.47,0.3,677.62
2024-03-22,2024-03-23,North,Lucknow,Cabinet,Furniture,Corporate,Marketing,Returning,18,234072.0,213681.82,0.19,676.3
2024-01-08,2024-01-11,North,Lucknow,Chair,Furniture,Consumer,Finance,Returning,9,115569.0,94209.13,0.07,2909.62
2024-09-12,2024-09-14,West,Ahmedabad,Sofa,Furniture,Consumer,Operations,New,20,178700.0,170111.85,0.19,2133.85
2025-01-10,2025-01-14,North,Delhi,Milk,Grocery,Corporate,Marketing,Returning,1,1583.0,3909.2,0.04,2706.12
2024-10-17,2024-10-20,West,Ahmedabad,Coffee,Grocery,Home Office,Finance,New,18,14320.8,16300.18,0.26,1836.17
2024-07-06,2024-07-14,South,Bangalore,Cabinet,Furniture,Corporate,Marketing,VIP,1,38158.0,28391.21,0.06,154.29
2025-05-10,2025-05-19,East,Patna,Sofa,Furniture,Home Office,Sales,VIP,13,511485.0,498018.26,0.17,1877.81
2025-03-03,2025-03-06,East,Bhubaneswar,T-Shirt,Clothing,Consumer,Sales,New,6,12930.0,12669.89,0.15,386.39
2024-11-06,2024-11-08,West,Ahmedabad,Coffee,Grocery,Consumer,Marketing,New,1,2306.4,3763.77,0.25,1457.37
2024-05-16,2024-05-25,North,Chandigarh,Coffee,Grocery,Home Office,Sales,VIP,2,518.0,3403.7,0.28,2885.7
2024-12-02,2024-12-06,North,Delhi,Cabinet,Furniture,Consumer,Operations,VIP,19,381307.2,287932.41,0.03,1952.01
2024-10-08,2024-10-15,East,Patna,Snacks,Grocery,Consumer,Operations,New,17,27091.2,26316.56,0.13,1121.74
2024-06-14,2024-06-24,East,Patna,Jacket,Clothing,Corporate,Finance,VIP,8,28576.0,29978.0,0.17,2259.28
2024-11-01,2024-11-02,East,Bhubaneswar,Snacks,Grocery,Consumer,Sales,Returning,17,14586.0,16767.59,0.3,722.99
2024-07-01,2024-07-04,East,Kolkata,Jeans,Clothing,Consumer,Sales,Returning,5,12730.0,12173.28,0.08,970.88
2024-03-29,2024-04-06,West,Ahmedabad,Chair,Furniture,Home Office,Marketing,Returning,19,213731.0,209090.29,0.22,1771.22
2025-03-21,2025-03-25,North,Delhi,Jacket,Clothing,Corporate,Finance,New,20,72660.0,59074.03,0.09,219.43
2025-01-20,2025-01-30,South,Chennai,Desk,Furniture,Consumer,Finance,Returning,19,207157.0,160754.42,0.09,1243.53
2024-07-23,2024-07-28,South,Chennai,Monitor,Electronics,Home Office,Sales,VIP,3,123351.0,112092.29,0.21,2309.9
2024-11-11,2024-11-20,West,Ahmedabad,Cabinet,Furniture,Corporate,Operations,VIP,8,93072.0,83989.1,0.13,2085.74
2024-06-13,2024-06-19,North,Delhi,Snacks,Grocery,Corporate,Marketing,New,20,8920.0,10985.44,0.3,1887.04
2024-12-16,2024-12-22,West,Ahmedabad,Cabinet,Furniture,Consumer,Operations,New,5,63738.0,51930.19,0.02,2851.93
2024-08-18,2024-08-26,South,Chennai,Tablet,Electronics,Home Office,Sales,Returning,1,36749.0,28811.73,0.06,1617.47
2024-10-25,2024-11-03,East,Patna,Milk,Grocery,Home Office,Sales,Returning,2,1634.4,3525.51,0.06,2119.93
2024-05-18,2024-05-24,East,Kolkata,Rice,Grocery,Consumer,Finance,VIP,4,2292.0,4073.05,0.29,1574.77
2025-05-09,2025-05-17,North,Chandigarh,Rice,Grocery,Consumer,Operations,VIP,18,10908.0,11892.29,0.28,984.29
2024-11-16,2024-11-21,West,Pune,Chair,Furniture,Corporate,Marketing,Returning,8,363360.0,280634.47,0.02,847.27
2024-12-02,2024-12-05,West,Mumbai,Jeans,Clothing,Consumer,Marketing,Returning,3,17154.0,17867.24,0.18,1914.02
2024-06-17,2024-06-25,South,Chennai,Desk,Furniture,Corporate,Marketing,VIP,18,333900.0,282896.3,0.16,2420.3
2024-02-04,2024-02-13,South,Chennai,Cabinet,Furniture,Consumer,Operations,Returning,18,229644.0,214090.94,0.25,522.02
2025-04-23,2025-04-28,North,Chandigarh,Snacks,Grocery,Corporate,Finance,VIP,5,1845.0,3750.2,0.06,2311.1
2024-02-10,2024-02-18,East,Patna,Desk,Furniture,Consumer,Sales,Returning,5,178600.0,190841.19,0.26,1525.19
2025-04-18,2025-04-23,South,Bangalore,Desk,Furniture,Consumer,Finance,New,14,256088.0,189812.87,0.05,2868.63
2024-07-26,2024-07-27,West,Ahmedabad,Coffee,Grocery,Corporate,Operations,Returning,20,18140.0,19123.36,0.18,2253.16
2024-09-22,2024-10-01,North,Lucknow,Monitor,Electronics,Corporate,Sales,New,13,1033188.0,984420.12,0.23,2891.52
2024-03-26,2024-04-02,South,Chennai,Snacks,Grocery,Corporate,Marketing,Returning,10,19500.0,16546.69,0.04,2506.69
2024-07-30,2024-08-05,West,Mumbai,Smartphone,Electronics,Home Office,Operations,Returning,15,249480.0,257167.41,0.27,2697.81
2025-01-10,2025-01-12,West,Mumbai,Jacket,Clothing,Home Office,Operations,VIP,3,10419.0,10695.14,0.16,1213.85
2025-03-22,2025-03-25,South,Chennai,Rice,Grocery,Consumer,Marketing,VIP,6,10050.0,10261.29,0.21,1316.79
2025-04-05,2025-04-08,East,Patna,Coffee,Grocery,Home Office,Operations,New,7,7273.0,8455.41,0.15,1546.06
2024-07-28,2024-08-05,North,Lucknow,Milk,Grocery,Consumer,Finance,Returning,3,5718.0,6929.16,0.16,1897.32
2024-03-15,2024-03-16,South,Bangalore,Desk,Furniture,Consumer,Marketing,New,19,466602.0,331703.19,0.03,415.77
2024-02-17,2024-02-22,South,Bangalore,Jeans,Clothing,Corporate,Marketing,New,11,11594.0,11087.51,0.13,1696.37
2024-09-26,2024-10-03,East,Bhubaneswar,Chair,Furniture,Home Office,Marketing,Returning,17,317900.0,311303.11,0.17,2940.11
2024-09-26,2024-10-06,North,Chandigarh,Shoes,Clothing,Home Office,Marketing,Returning,20,91320.0,87384.25,0.22,1543.45
2024-01-13,2024-01-21,South,Hyderabad,Sofa,Furniture,Consumer,Sales,New,4,74348.0,52414.11,0.01,1113.99
2024-06-02,2024-06-11,South,Bangalore,Sofa,Furniture,Corporate,Sales,Returning,18,97218.0,77078.58,0.1,1248.54
2025-02-12,2025-02-13,North,Delhi,Sofa,Furniture,Corporate,Finance,Returning,5,75915.0,77094.89,0.26,2698.19
2024-10-01,2024-10-02,West,Pune,Tablet,Electronics,Home Office,Marketing,VIP,7,443856.0,462523.57,0.29,913.33
2024-10-31,2024-11-02,North,Chandigarh,Milk,Grocery,Home Office,Finance,New,10,7872.0,8153.94,0.12,1541.46
2024-02-27,2024-03-04,South,Chennai,Coffee,Grocery,Consumer,Marketing,New,2,2016.0,4090.45,0.15,2417.17
2024-03-14,2024-03-16,South,Bangalore,Shoes,Clothing,Home Office,Marketing,Returning,17,37060.0,26795.41,0.01,1224.01
2024-08-27,2024-08-28,North,Delhi,T-Shirt,Clothing,Home Office,Sales,Returning,4,2736.0,4551.87,0.23,1952.67
2024-06-12,2024-06-20,South,Chennai,Desk,Furniture,Corporate,Marketing,VIP,4,59140.0,44868.46,0.03,2879.06
2025-02-15,2025-02-20,North,Delhi,Jacket,Clothing,Corporate,Operations,VIP,19,20577.0,19601.64,0.18,1082.34
2024-07-15,2024-07-16,West,Mumbai,Chair,Furniture,Corporate,Sales,New,3,92052.0,87427.35,0.18,1818.99
2025-01-23,2025-02-01,West,Ahmedabad,Jacket,Clothing,Corporate,Operations,VIP,3,4737.0,7456.73,0.24,2767.1
2024-04-28,2024-05-02,West,Mumbai,Coffee,Grocery,Home Office,Finance,Returning,5,4510.0,6413.17,0.06,2760.07
2024-02-27,2024-03-04,East,Bhubaneswar,Snacks,Grocery,Consumer,Sales,Returning,16,26752.0,25843.37,0.1,1766.57
2024-09-29,2024-10-07,North,Chandigarh,Tablet,Electronics,Home Office,Sales,Returning,13,698113.0,552070.43,0.07,561.16
2024-10-17,2024-10-23,West,Pune,Tablet,Electronics,Consumer,Finance,Returning,18,1306584.0,1243498.96,0.2,2244.16
2024-03-31,2024-04-05,West,Mumbai,Coffee,Grocery,Home Office,Sales,Returning,13,10010.0,11023.48,0.15,2014.48
2024-09-29,2024-10-04,North,Delhi,Chair,Furniture,Consumer,Operations,Returning,13,445965.0,411305.93,0.2,1018.13
2024-09-18,2024-09-25,East,Bhubaneswar,T-Shirt,Clothing,Home Office,Sales,VIP,5,5055.0,8315.76,0.27,2906.91
2024-08-09,2024-08-19,North,Lucknow,T-Shirt,Clothing,Corporate,Sales,New,13,47255.0,40902.49,0.11,1680.84
2025-03-06,2025-03-13,South,Chennai,Desk,Furniture,Home Office,Finance,Returning,5,66135.0,46440.05,0.02,145.55
2025-02-16,2025-02-23,West,Ahmedabad,Milk,Grocery,Consumer,Operations,VIP,15,15450.0,15605.95,0.15,1700.95
2024-01-04,2024-01-14,West,Pune,Jeans,Clothing,Consumer,Finance,VIP,16,73760.0,65855.08,0.12,1683.88
2024-10-24,2024-11-01,East,Kolkata,Monitor,Electronics,Home Office,Marketing,New,3,87519.6,85636.55,0.16,1617.73
2024-01-28,2024-02-03,North,Delhi,Rice,Grocery,Home Office,Marketing,VIP,18,18522.0,17574.91,0.15,1460.77
2024-12-21,2024-12-31,East,Bhubaneswar,Jacket,Clothing,Corporate,Operations,New,10,12036.0,11904.17,0.14,590.33
2024-03-05,2024-03-14,North,Lucknow,T-Shirt,Clothing,Corporate,Finance,New,3,7692.0,7820.93,0.18,898.13
2024-08-16,2024-08-22,East,Kolkata,Smartphone,Electronics,Home Office,Operations,VIP,6,192726.0,203034.88,0.24,2599.84
2024-05-01,2024-05-09,East,Kolkata,Desk,Furniture,Corporate,Finance,Returning,6,165684.0,148278.56,0.08,2476.64
2025-01-17,2025-01-26,North,Delhi,Snacks,Grocery,Corporate,Marketing,Returning,8,5096.0,6496.77,0.04,2623.81
2024-12-15,2024-12-16,North,Chandigarh,Snacks,Grocery,Home Office,Marketing,VIP,4,8779.2,10224.64,0.13,2762.32
2024-10-26,2024-11-02,East,Bhubaneswar,Jacket,Clothing,Consumer,Marketing,VIP,15,37728.0,36057.01,0.1,2101.81
2024-02-20,2024-02-29,South,Chennai,Laptop,Electronics,Consumer,Sales,Returning,4,239696.0,216556.9,0.22,830.5
2024-11-22,2024-11-24,North,Delhi,Laptop,Electronics,Home Office,Operations,VIP,4,99172.8,96193.09,0.23,1978.93
2025-04-24,2025-04-26,South,Bangalore,Sofa,Furniture,Corporate,Finance,VIP,15,346695.0,331692.9,0.27,2332.65
2024-07-17,2024-07-23,East,Bhubaneswar,Chair,Furniture,Corporate,Sales,Returning,2,44690.0,39586.12,0.02,2940.32
2024-03-14,2024-03-23,South,Hyderabad,Milk,Grocery,Home Office,Finance,New,14,21910.0,16852.7,0.08,201.1
2024-11-30,2024-12-01,North,Lucknow,Shoes,Clothing,Consumer,Finance,New,2,6436.8,8709.61,0.21,2723.39
2025-02-03,2025-02-05,North,Lucknow,Snacks,Grocery,Corporate,Finance,VIP,18,27198.0,27880.05,0.25,1497.99
2024-09-30,2024-10-06,East,Bhubaneswar,Shoes,Clothing,Consumer,Sales,Returning,3,8625.0,9125.48,0.06,1707.98
2024-11-18,2024-11-24,West,Ahmedabad,Sofa,Furniture,Home Office,Finance,New,16,647097.6,491967.74,0.01,173.56
2024-09-30,2024-10-08,South,Chennai,Rice,Grocery,Home Office,Marketing,Returning,1,791.0,951.88,0.24,224.16
